GEOID,district,state,year,sex,estimate,moe
1223,23,Florida,2012,male,0.47683161,0.027769791
1223,23,Florida,2012,female,0.52316839,0.028801187
1223,23,Florida,2013,male,0.477872993,0.026712424
1223,23,Florida,2013,female,0.522127007,0.027971773
1223,23,Florida,2014,male,0.47880713,0.02795499
1223,23,Florida,2014,female,0.52119287,0.029696354
1223,23,Florida,2015,male,0.479260901,0.026864155
1223,23,Florida,2015,female,0.520739099,0.027086435
1223,23,Florida,2016,male,0.468599721,0.025036971
1223,23,Florida,2016,female,0.531400279,0.027032201
1223,23,Florida,2017,male,0.470018827,0.026567522
1223,23,Florida,2017,female,0.529981173,0.026664338
1223,23,Florida,2018,male,0.469230862,0.02581386
1223,23,Florida,2018,female,0.530769138,0.026755922
1223,23,Florida,2019,male,0.469794103,0.026862033
1223,23,Florida,2019,female,0.530205897,0.027338995
1223,23,Florida,2020,male,0.468002895,0.030224937
1223,23,Florida,2020,female,0.531997105,0.033231535
1224,24,Florida,2009,male,0.493404006,0.024456066
1224,24,Florida,2009,female,0.506595994,0.025327418
1224,24,Florida,2010,male,0.488814717,0.023867856
1224,24,Florida,2010,female,0.511185283,0.024181997
1224,24,Florida,2011,male,0.48729539,0.025162972
1224,24,Florida,2011,female,0.51270461,0.025206824
1224,24,Florida,2012,male,0.462691244,0.027511806
1224,24,Florida,2012,female,0.537308756,0.028674785
1224,24,Florida,2013,male,0.46653347,0.027451195
1224,24,Florida,2013,female,0.53346653,0.027996622
1224,24,Florida,2014,male,0.46707253,0.026095284
1224,24,Florida,2014,female,0.53292747,0.027738635
1224,24,Florida,2015,male,0.469692547,0.027406212
1224,24,Florida,2015,female,0.530307453,0.027198784
1224,24,Florida,2016,male,0.475826696,0.02584442
1224,24,Florida,2016,female,0.524173304,0.025475472
1224,24,Florida,2017,male,0.477899528,0.025921712
1224,24,Florida,2017,female,0.522100472,0.027045237
1224,24,Florida,2018,male,0.477467232,0.026870244
1224,24,Florida,2018,female,0.522532768,0.026636789
1224,24,Florida,2019,male,0.479465647,0.027244937
1224,24,Florida,2019,female,0.520534353,0.026614317
1224,24,Florida,2020,male,0.480437597,0.030898165
1224,24,Florida,2020,female,0.519562403,0.03354415
1225,25,Florida,2009,male,0.502337174,0.028123758
1225,25,Florida,2009,female,0.497662826,0.025978037
1225,25,Florida,2010,male,0.494200112,0.027803804
1225,25,Florida,2010,female,0.505799888,0.026707803
1225,25,Florida,2011,male,0.490147968,0.026773161
1225,25,Florida,2011,female,0.509852032,0.027440315
1225,25,Florida,2012,male,0.477770031,0.02925367
1225,25,Florida,2012,female,0.522229969,0.030692597
1225,25,Florida,2013,male,0.479058329,0.029314748
1225,25,Florida,2013,female,0.520941671,0.030664421
1225,25,Florida,2014,male,0.477694603,0.028474192
1225,25,Florida,2014,female,0.522305397,0.030412351
1225,25,Florida,2015,male,0.478345365,0.029426396
1225,25,Florida,2015,female,0.521654635,0.030759568
1225,25,Florida,2016,male,0.481785753,0.025681618
1225,25,Florida,2016,female,0.518214247,0.02707118
1225,25,Florida,2017,male,0.484158519,0.026471445
1225,25,Florida,2017,female,0.515841481,0.026672412
1225,25,Florida,2018,male,0.48501196,0.026261872
1225,25,Florida,2018,female,0.51498804,0.028071875
1225,25,Florida,2019,male,0.48471687,0.027671281
1225,25,Florida,2019,female,0.51528313,0.027424899
1225,25,Florida,2020,male,0.488632155,0.032043315
1225,25,Florida,2020,female,0.511367845,0.032991527
1226,26,Florida,2012,male,0.484245317,0.027657708
1226,26,Florida,2012,female,0.515754683,0.027738951
1226,26,Florida,2013,male,0.483426918,0.027727674
1226,26,Florida,2013,female,0.516573082,0.027576604
1226,26,Florida,2014,male,0.483868322,0.026906333
1226,26,Florida,2014,female,0.516131678,0.028125702
1226,26,Florida,2015,male,0.481885118,0.02680488
1226,26,Florida,2015,female,0.518114882,0.028371582
1226,26,Florida,2016,male,0.48130185,0.027001065
1226,26,Florida,2016,female,0.51869815,0.026571424
1226,26,Florida,2017,male,0.480426826,0.025731963
1226,26,Florida,2017,female,0.519573174,0.027260271
1226,26,Florida,2018,male,0.483109553,0.026839897
1226,26,Florida,2018,female,0.516890447,0.027569895
1226,26,Florida,2019,male,0.481895028,0.025414648
1226,26,Florida,2019,female,0.518104972,0.028161943
1226,26,Florida,2020,male,0.480630996,0.029843455
1226,26,Florida,2020,female,0.519369004,0.03446016
1227,27,Florida,2012,male,0.477500844,0.028366756
1227,27,Florida,2012,female,0.522499156,0.02782562
1227,27,Florida,2013,male,0.478749413,0.028258252
1227,27,Florida,2013,female,0.521250587,0.027670915
1227,27,Florida,2014,male,0.47951188,0.027627824
1227,27,Florida,2014,female,0.52048812,0.027511673
1227,27,Florida,2015,male,0.480312767,0.02673378
1227,27,Florida,2015,female,0.519687233,0.027112212
1227,27,Florida,2016,male,0.486027349,0.024952801
1227,27,Florida,2016,female,0.513972651,0.027241784
1227,27,Florida,2017,male,0.484574063,0.025820624
1227,27,Florida,2017,female,0.515425937,0.026096058
1227,27,Florida,2018,male,0.483767732,0.026283028
1227,27,Florida,2018,female,0.516232268,0.027122943
1227,27,Florida,2019,male,0.484391605,0.026579888
1227,27,Florida,2019,female,0.515608395,0.02744043
1227,27,Florida,2020,male,0.48644464,0.029799387
1227,27,Florida,2020,female,0.51355536,0.032839185
1301,1,Georgia,2009,male,0.488736353,0.020414773
1301,1,Georgia,2009,female,0.511263647,0.020467011
1301,1,Georgia,2010,male,0.491654778,0.021294225
1301,1,Georgia,2010,female,0.508345222,0.020966377
1301,1,Georgia,2011,male,0.491818176,0.021757742
1301,1,Georgia,2011,female,0.508181824,0.020339988
1301,1,Georgia,2012,male,0.483886141,0.018484751
1301,1,Georgia,2012,female,0.516113859,0.020144075
1301,1,Georgia,2013,male,0.484647531,0.019481401
1301,1,Georgia,2013,female,0.515352469,0.019782294
1301,1,Georgia,2014,male,0.484719461,0.019426798
1301,1,Georgia,2014,female,0.515280539,0.019647932
1301,1,Georgia,2015,male,0.485593141,0.019612233
1301,1,Georgia,2015,female,0.514406859,0.019365406
1301,1,Georgia,2016,male,0.485700329,0.018350535
1301,1,Georgia,2016,female,0.514299671,0.017998368
1301,1,Georgia,2017,male,0.485998441,0.018994887
1301,1,Georgia,2017,female,0.514001559,0.019092354
1301,1,Georgia,2018,male,0.48491552,0.020186379
1301,1,Georgia,2018,female,0.51508448,0.018784728
1301,1,Georgia,2019,male,0.485503563,0.020168315
1301,1,Georgia,2019,female,0.514496437,0.02004125
1301,1,Georgia,2020,male,0.485215421,0.02156942
1301,1,Georgia,2020,female,0.514784579,0.021862671
1302,2,Georgia,2009,male,0.473169132,0.024455014
1302,2,Georgia,2009,female,0.526830868,0.023010404
1302,2,Georgia,2010,male,0.479690102,0.021955194
1302,2,Georgia,2010,female,0.520309898,0.021715675
1302,2,Georgia,2011,male,0.481137911,0.023002982
1302,2,Georgia,2011,female,0.518862089,0.021294112
1302,2,Georgia,2012,male,0.478838385,0.01967907
1302,2,Georgia,2012,female,0.521161615,0.019457248
1302,2,Georgia,2013,male,0.48041429,0.019672695
1302,2,Georgia,2013,female,0.51958571,0.01930655
1302,2,Georgia,2014,male,0.482913604,0.019097152
1302,2,Georgia,2014,female,0.517086396,0.01958223
1302,2,Georgia,2015,male,0.482761806,0.019220495
1302,2,Georgia,2015,female,0.517238194,0.01911405
1302,2,Georgia,2016,male,0.482012036,0.01992339
1302,2,Georgia,2016,female,0.517987964,0.019981917
1302,2,Georgia,2017,male,0.481428143,0.019783109
1302,2,Georgia,2017,female,0.518571857,0.020747249
1302,2,Georgia,2018,male,0.481116815,0.020271177
1302,2,Georgia,2018,female,0.518883185,0.021051541
1302,2,Georgia,2019,male,0.480612818,0.020821111
1302,2,Georgia,2019,female,0.519387182,0.02073526
1302,2,Georgia,2020,male,0.48101978,0.023954481
1302,2,Georgia,2020,female,0.51898022,0.024330246
1303,3,Georgia,2009,male,0.472906128,0.017741402
1303,3,Georgia,2009,female,0.527093872,0.018800173
1303,3,Georgia,2010,male,0.470328814,0.01798713
1303,3,Georgia,2010,female,0.529671186,0.019048169
1303,3,Georgia,2011,male,0.4700153,0.019578744
1303,3,Georgia,2011,female,0.5299847,0.019552244
1303,3,Georgia,2012,male,0.472466352,0.01952609
1303,3,Georgia,2012,female,0.527533648,0.021317362
1303,3,Georgia,2013,male,0.472152256,0.019696939
1303,3,Georgia,2013,female,0.527847744,0.02129083
1303,3,Georgia,2014,male,0.47301041,0.019783622
1303,3,Georgia,2014,female,0.52698959,0.021228393
1303,3,Georgia,2015,male,0.474388638,0.020857251
1303,3,Georgia,2015,female,0.525611362,0.021608881
1303,3,Georgia,2016,male,0.474034806,0.019768888
1303,3,Georgia,2016,female,0.525965194,0.021904075
1303,3,Georgia,2017,male,0.475107137,0.021069955
1303,3,Georgia,2017,female,0.524892863,0.022054354
1303,3,Georgia,2018,male,0.475702216,0.020915764
1303,3,Georgia,2018,female,0.524297784,0.021168238
1303,3,Georgia,2019,male,0.475448928,0.021163883
1303,3,Georgia,2019,female,0.524551072,0.022103219
1303,3,Georgia,2020,male,0.473997232,0.023051892
1303,3,Georgia,2020,female,0.526002768,0.025171921
1304,4,Georgia,2009,male,0.484293134,0.025180371
1304,4,Georgia,2009,female,0.515706866,0.023182127
1304,4,Georgia,2010,male,0.474149378,0.021961819
1304,4,Georgia,2010,female,0.525850622,0.023035336
1304,4,Georgia,2011,male,0.473921862,0.023318148
1304,4,Georgia,2011,female,0.526078138,0.023717438
1304,4,Georgia,2012,male,0.459571149,0.024063823
1304,4,Georgia,2012,female,0.540428851,0.025190128
1304,4,Georgia,2013,male,0.457254627,0.024554892
1304,4,Georgia,2013,female,0.542745373,0.027120718
1304,4,Georgia,2014,male,0.456616984,0.023768344
1304,4,Georgia,2014,female,0.543383016,0.026283502
1304,4,Georgia,2015,male,0.456330721,0.024814185
1304,4,Georgia,2015,female,0.543669279,0.025477707
1304,4,Georgia,2016,male,0.455145068,0.023963594
1304,4,Georgia,2016,female,0.544854932,0.02559573
1304,4,Georgia,2017,male,0.455884402,0.024040978
1304,4,Georgia,2017,female,0.544115598,0.026599249
1304,4,Georgia,2018,male,0.45606966,0.024191285
1304,4,Georgia,2018,female,0.54393034,0.027083237
1304,4,Georgia,2019,male,0.455026407,0.025238245
1304,4,Georgia,2019,female,0.544973593,0.026593368
1304,4,Georgia,2020,male,0.458507765,0.027537382
1304,4,Georgia,2020,female,0.541492235,0.031640201
1305,5,Georgia,2009,male,0.494902885,0.025628172
1305,5,Georgia,2009,female,0.505097115,0.024838141
1305,5,Georgia,2010,male,0.48778185,0.023851832
1305,5,Georgia,2010,female,0.51221815,0.024656813
1305,5,Georgia,2011,male,0.488650484,0.025302113
1305,5,Georgia,2011,female,0.511349516,0.025407416
1305,5,Georgia,2012,male,0.480311095,0.023886315
1305,5,Georgia,2012,female,0.519688905,0.025926537
1305,5,Georgia,2013,male,0.480201136,0.024484163
1305,5,Georgia,2013,female,0.519798864,0.024586244
1305,5,Georgia,2014,male,0.482112487,0.023555718
1305,5,Georgia,2014,female,0.517887513,0.025048281
1305,5,Georgia,2015,male,0.478556357,0.024039991
1305,5,Georgia,2015,female,0.521443643,0.025711162
1305,5,Georgia,2016,male,0.477302531,0.02373399
1305,5,Georgia,2016,female,0.522697469,0.025600446
1305,5,Georgia,2017,male,0.476658221,0.024109641
1305,5,Georgia,2017,female,0.523341779,0.025195756
1305,5,Georgia,2018,male,0.473675973,0.023934727
1305,5,Georgia,2018,female,0.526324027,0.025718877
1305,5,Georgia,2019,male,0.475290809,0.02482109
1305,5,Georgia,2019,female,0.524709191,0.026044292
1305,5,Georgia,2020,male,0.475427289,0.028293909
1305,5,Georgia,2020,female,0.524572711,0.032143134
1306,6,Georgia,2009,male,0.488304586,0.02399383
1306,6,Georgia,2009,female,0.511695414,0.023973797
1306,6,Georgia,2010,male,0.483024784,0.021435939
1306,6,Georgia,2010,female,0.516975216,0.021505579
1306,6,Georgia,2011,male,0.481914592,0.021985857
1306,6,Georgia,2011,female,0.518085408,0.022411461
1306,6,Georgia,2012,male,0.491268286,0.02396421
1306,6,Georgia,2012,female,0.508731714,0.025260803
1306,6,Georgia,2013,male,0.49064939,0.024516914
1306,6,Georgia,2013,female,0.50935061,0.025092456
1306,6,Georgia,2014,male,0.487889267,0.025170653
1306,6,Georgia,2014,female,0.512110733,0.025000335
1306,6,Georgia,2015,male,0.489598599,0.024826832
1306,6,Georgia,2015,female,0.510401401,0.02455453
1306,6,Georgia,2016,male,0.487710401,0.024411026
1306,6,Georgia,2016,female,0.512289599,0.025711552
1306,6,Georgia,2017,male,0.487195468,0.024202578
1306,6,Georgia,2017,female,0.512804532,0.023902896
1306,6,Georgia,2018,male,0.489441674,0.024515552
1306,6,Georgia,2018,female,0.510558326,0.023699158
1306,6,Georgia,2019,male,0.487886092,0.023719299
1306,6,Georgia,2019,female,0.512113908,0.024953492
1306,6,Georgia,2020,male,0.485270155,0.02975352
1306,6,Georgia,2020,female,0.514729845,0.031092678
1307,7,Georgia,2009,male,0.490343173,0.018113975
1307,7,Georgia,2009,female,0.509656827,0.017730484
1307,7,Georgia,2010,male,0.479795771,0.017326226
1307,7,Georgia,2010,female,0.520204229,0.018001447
1307,7,Georgia,2011,male,0.479080313,0.018283611
1307,7,Georgia,2011,female,0.520919687,0.018943036
1307,7,Georgia,2012,male,0.486152874,0.022479739
1307,7,Georgia,2012,female,0.513847126,0.023666187
1307,7,Georgia,2013,male,0.487199908,0.023454551
1307,7,Georgia,2013,female,0.512800092,0.023685902
1307,7,Georgia,2014,male,0.487694483,0.023247189
1307,7,Georgia,2014,female,0.512305517,0.024272067
1307,7,Georgia,2015,male,0.487474768,0.025131903
1307,7,Georgia,2015,female,0.512525232,0.024978719
1307,7,Georgia,2016,male,0.487030391,0.022827341
1307,7,Georgia,2016,female,0.512969609,0.023193
1307,7,Georgia,2017,male,0.484351881,0.022521249
1307,7,Georgia,2017,female,0.515648119,0.022574486
1307,7,Georgia,2018,male,0.482554203,0.022157212
1307,7,Georgia,2018,female,0.517445797,0.022746252
1307,7,Georgia,2019,male,0.48137458,0.022056788
1307,7,Georgia,2019,female,0.51862542,0.022801594
1307,7,Georgia,2020,male,0.479158241,0.024301592
1307,7,Georgia,2020,female,0.520841759,0.028281039
1308,8,Georgia,2009,male,0.472659808,0.022042877
1308,8,Georgia,2009,female,0.527340192,0.021250526
1308,8,Georgia,2010,male,0.476450494,0.019599747
1308,8,Georgia,2010,female,0.523549506,0.020687391
1308,8,Georgia,2011,male,0.474470306,0.019664119
1308,8,Georgia,2011,female,0.525529694,0.020301465
1308,8,Georgia,2012,male,0.481389568,0.020028235
1308,8,Georgia,2012,female,0.518610432,0.020967405
1308,8,Georgia,2013,male,0.482199377,0.020128597
1308,8,Georgia,2013,female,0.517800623,0.020555126
1308,8,Georgia,2014,male,0.482336898,0.018685392
1308,8,Georgia,2014,female,0.517663102,0.019616898
1308,8,Georgia,2015,male,0.482837484,0.020512569
1308,8,Georgia,2015,female,0.517162516,0.020363372
1308,8,Georgia,2016,male,0.481953547,0.020479541
1308,8,Georgia,2016,female,0.518046453,0.020100434
1308,8,Georgia,2017,male,0.481670626,0.020101556
1308,8,Georgia,2017,female,0.518329374,0.021025498
1308,8,Georgia,2018,male,0.480923732,0.019977654
1308,8,Georgia,2018,female,0.519076268,0.021987619
1308,8,Georgia,2019,male,0.480723345,0.020645224
1308,8,Georgia,2019,female,0.519276655,0.022782466
1308,8,Georgia,2020,male,0.479142109,0.023795218
1308,8,Georgia,2020,female,0.520857891,0.025272492
1309,9,Georgia,2009,male,0.490532729,0.017646219
1309,9,Georgia,2009,female,0.509467271,0.018701451
1309,9,Georgia,2010,male,0.48799927,0.016108669
1309,9,Georgia,2010,female,0.51200073,0.018317598
1309,9,Georgia,2011,male,0.487710102,0.017919864
1309,9,Georgia,2011,female,0.512289898,0.017711634
1309,9,Georgia,2012,male,0.486709315,0.02072102
1309,9,Georgia,2012,female,0.513290685,0.021371286
1309,9,Georgia,2013,male,0.486436878,0.019699801
1309,9,Georgia,2013,female,0.513563122,0.0195349
1309,9,Georgia,2014,male,0.485610235,0.020309832
1309,9,Georgia,2014,female,0.514389765,0.021154864
1309,9,Georgia,2015,male,0.485711337,0.020226424
1309,9,Georgia,2015,female,0.514288663,0.020666046
1309,9,Georgia,2016,male,0.48566188,0.019371355
1309,9,Georgia,2016,female,0.51433812,0.020300712
1309,9,Georgia,2017,male,0.485048335,0.020033987
1309,9,Georgia,2017,female,0.514951665,0.018995793
1309,9,Georgia,2018,male,0.484435546,0.020133225
1309,9,Georgia,2018,female,0.515564454,0.018506666
1309,9,Georgia,2019,male,0.484669017,0.019820285
1309,9,Georgia,2019,female,0.515330983,0.019766542
1309,9,Georgia,2020,male,0.48651078,0.022117538
1309,9,Georgia,2020,female,0.51348922,0.022875036
1310,10,Georgia,2009,male,0.47619748,0.022380801
1310,10,Georgia,2009,female,0.52380252,0.020913979
1310,10,Georgia,2010,male,0.477863359,0.021956825
1310,10,Georgia,2010,female,0.522136641,0.019993269
1310,10,Georgia,2011,male,0.479408103,0.019417844
1310,10,Georgia,2011,female,0.520591897,0.020166433
1310,10,Georgia,2012,male,0.483644207,0.021834526
1310,10,Georgia,2012,female,0.516355793,0.023842692
1310,10,Georgia,2013,male,0.481948399,0.02227873
1310,10,Georgia,2013,female,0.518051601,0.023114406
1310,10,Georgia,2014,male,0.479519721,0.023852249
1310,10,Georgia,2014,female,0.520480279,0.023493361
1310,10,Georgia,2015,male,0.481621318,0.023546711
1310,10,Georgia,2015,female,0.518378682,0.023585715
1310,10,Georgia,2016,male,0.481593167,0.02261145
1310,10,Georgia,2016,female,0.518406833,0.023801526
1310,10,Georgia,2017,male,0.484487203,0.023464146
1310,10,Georgia,2017,female,0.515512797,0.022566993
1310,10,Georgia,2018,male,0.485780423,0.023363653
1310,10,Georgia,2018,female,0.514219577,0.023629318
1310,10,Georgia,2019,male,0.486472865,0.022806079
1310,10,Georgia,2019,female,0.513527135,0.024340046
1310,10,Georgia,2020,male,0.486844941,0.027019979
1310,10,Georgia,2020,female,0.513155059,0.027412938
1311,11,Georgia,2009,male,0.484736681,0.021241053
1311,11,Georgia,2009,female,0.515263319,0.022404517
1311,11,Georgia,2010,male,0.481170662,0.020143654
1311,11,Georgia,2010,female,0.518829338,0.020182311
1311,11,Georgia,2011,male,0.481924899,0.021599656
1311,11,Georgia,2011,female,0.518075101,0.022788378
1311,11,Georgia,2012,male,0.482431604,0.022063806
1311,11,Georgia,2012,female,0.517568396,0.023270358
1311,11,Georgia,2013,male,0.483356382,0.022434212
1311,11,Georgia,2013,female,0.516643618,0.023418326
1311,11,Georgia,2014,male,0.481989211,0.022860148
1311,11,Georgia,2014,female,0.518010789,0.023664479
1311,11,Georgia,2015,male,0.482524153,0.023828966
1311,11,Georgia,2015,female,0.517475847,0.023224179
1311,11,Georgia,2016,male,0.482328634,0.022252347
1311,11,Georgia,2016,female,0.517671366,0.023600464
1311,11,Georgia,2017,male,0.482434293,0.022481679
1311,11,Georgia,2017,female,0.517565707,0.022862163
1311,11,Georgia,2018,male,0.481017951,0.023022853
1311,11,Georgia,2018,female,0.518982049,0.022965179
1311,11,Georgia,2019,male,0.481360438,0.022338133
1311,11,Georgia,2019,female,0.518639562,0.023644343
1311,11,Georgia,2020,male,0.481704759,0.026048401
1311,11,Georgia,2020,female,0.518295241,0.027417728
1312,12,Georgia,2009,male,0.474411513,0.024158339
1312,12,Georgia,2009,female,0.525588487,0.023084399
1312,12,Georgia,2010,male,0.482047232,0.021966443
1312,12,Georgia,2010,female,0.517952768,0.022011807
1312,12,Georgia,2011,male,0.483032639,0.021488413
1312,12,Georgia,2011,female,0.516967361,0.022300481
1312,12,Georgia,2012,male,0.486697408,0.019586142
1312,12,Georgia,2012,female,0.513302592,0.020282178
1312,12,Georgia,2013,male,0.486756929,0.019837177
1312,12,Georgia,2013,female,0.513243071,0.019948891
1312,12,Georgia,2014,male,0.486923671,0.019884552
1312,12,Georgia,2014,female,0.513076329,0.020899614
1312,12,Georgia,2015,male,0.486766849,0.019242522
1312,12,Georgia,2015,female,0.513233151,0.020029929
1312,12,Georgia,2016,male,0.485642805,0.018380322
1312,12,Georgia,2016,female,0.514357195,0.019318014
1312,12,Georgia,2017,male,0.484928166,0.021010859
1312,12,Georgia,2017,female,0.515071834,0.02067518
1312,12,Georgia,2018,male,0.483601448,0.020243426
1312,12,Georgia,2018,female,0.516398552,0.020776852
1312,12,Georgia,2019,male,0.484351581,0.0209207
1312,12,Georgia,2019,female,0.515648419,0.021745795
1312,12,Georgia,2020,male,0.48402115,0.024069812
1312,12,Georgia,2020,female,0.51597885,0.02460758
1313,13,Georgia,2009,male,0.47035972,0.023325226
1313,13,Georgia,2009,female,0.52964028,0.024617068
1313,13,Georgia,2010,male,0.462953277,0.020448978
1313,13,Georgia,2010,female,0.537046723,0.021895778
1313,13,Georgia,2011,male,0.461683118,0.022666796
1313,13,Georgia,2011,female,0.538316882,0.02338965
1313,13,Georgia,2012,male,0.458864129,0.025620149
1313,13,Georgia,2012,female,0.541135871,0.028323709
1313,13,Georgia,2013,male,0.457506954,0.025715783
1313,13,Georgia,2013,female,0.542493046,0.02834039
1313,13,Georgia,2014,male,0.455849847,0.026287692
1313,13,Georgia,2014,female,0.544150153,0.028036152
1313,13,Georgia,2015,male,0.455097176,0.026558299
1313,13,Georgia,2015,female,0.544902824,0.029211355
1313,13,Georgia,2016,male,0.454435738,0.02745905
1313,13,Georgia,2016,female,0.545564262,0.02892022
1313,13,Georgia,2017,male,0.453728527,0.02633537
1313,13,Georgia,2017,female,0.546271473,0.029591575
1313,13,Georgia,2018,male,0.453662053,0.027250291
1313,13,Georgia,2018,female,0.546337947,0.029174906
1313,13,Georgia,2019,male,0.45407355,0.027672088
1313,13,Georgia,2019,female,0.54592645,0.030379522
1313,13,Georgia,2020,male,0.451605925,0.031127747
1313,13,Georgia,2020,female,0.548394075,0.036628685
1314,14,Georgia,2012,male,0.483166984,0.019397297
1314,14,Georgia,2012,female,0.516833016,0.018994295
1314,14,Georgia,2013,male,0.482838424,0.01908239
1314,14,Georgia,2013,female,0.517161576,0.019129041
1314,14,Georgia,2014,male,0.483033242,0.019130547
1314,14,Georgia,2014,female,0.516966758,0.019417846
1314,14,Georgia,2015,male,0.483084004,0.019506339
1314,14,Georgia,2015,female,0.516915996,0.020200288
1314,14,Georgia,2016,male,0.481872678,0.018781405
1314,14,Georgia,2016,female,0.518127322,0.020069782
1314,14,Georgia,2017,male,0.481961343,0.018983833
1314,14,Georgia,2017,female,0.518038657,0.020082784
1314,14,Georgia,2018,male,0.481792847,0.019743956
1314,14,Georgia,2018,female,0.518207153,0.020042403
1314,14,Georgia,2019,male,0.482345959,0.020239497
1314,14,Georgia,2019,female,0.517654041,0.0206243
1314,14,Georgia,2020,male,0.482042548,0.02281666
1314,14,Georgia,2020,female,0.517957452,0.023943899
1501,1,Hawaii,2009,male,0.501806101,0.023782541
1501,1,Hawaii,2009,female,0.498193899,0.020205052
1501,1,Hawaii,2010,male,0.496315661,0.022669489
1501,1,Hawaii,2010,female,0.503684339,0.020953249
1501,1,Hawaii,2011,male,0.493042373,0.021297693
1501,1,Hawaii,2011,female,0.506957627,0.019766009
1501,1,Hawaii,2012,male,0.494841846,0.019132339
1501,1,Hawaii,2012,female,0.505158154,0.018689075
1501,1,Hawaii,2013,male,0.496389865,0.01901526
1501,1,Hawaii,2013,female,0.503610135,0.019293542
1501,1,Hawaii,2014,male,0.498370791,0.01912719
1501,1,Hawaii,2014,female,0.501629209,0.018469936
1501,1,Hawaii,2015,male,0.499180411,0.017885955
1501,1,Hawaii,2015,female,0.500819589,0.018322825
1501,1,Hawaii,2016,male,0.495867165,0.018790756
1501,1,Hawaii,2016,female,0.504132835,0.016816047
1501,1,Hawaii,2017,male,0.496155802,0.018320785
1501,1,Hawaii,2017,female,0.503844198,0.018239359
1501,1,Hawaii,2018,male,0.496590897,0.01830674
1501,1,Hawaii,2018,female,0.503409103,0.01772227
1501,1,Hawaii,2019,male,0.496801506,0.018678052
1501,1,Hawaii,2019,female,0.503198494,0.018472164
1501,1,Hawaii,2020,male,0.497477232,0.01947559
1501,1,Hawaii,2020,female,0.502522768,0.021749252
1502,2,Hawaii,2009,male,0.49908421,0.022701389
1502,2,Hawaii,2009,female,0.50091579,0.020019888
1502,2,Hawaii,2010,male,0.495927434,0.021787422
1502,2,Hawaii,2010,female,0.504072566,0.02070288
1502,2,Hawaii,2011,male,0.499400072,0.021372921
1502,2,Hawaii,2011,female,0.500599928,0.019801587
1502,2,Hawaii,2012,male,0.499430621,0.020447429
1502,2,Hawaii,2012,female,0.500569379,0.020561908
1502,2,Hawaii,2013,male,0.500728768,0.021898589
1502,2,Hawaii,2013,female,0.499271232,0.020792599
1502,2,Hawaii,2014,male,0.502173279,0.019851097
1502,2,Hawaii,2014,female,0.497826721,0.019786949
1502,2,Hawaii,2015,male,0.504528221,0.020284894
1502,2,Hawaii,2015,female,0.495471779,0.019747648
1502,2,Hawaii,2016,male,0.500438462,0.020344264
1502,2,Hawaii,2016,female,0.499561538,0.018845313
1502,2,Hawaii,2017,male,0.500366376,0.020645161
1502,2,Hawaii,2017,female,0.499633624,0.020616906
1502,2,Hawaii,2018,male,0.499656369,0.020433839
1502,2,Hawaii,2018,female,0.500343631,0.019917453
1502,2,Hawaii,2019,male,0.498165456,0.019815327
1502,2,Hawaii,2019,female,0.501834544,0.020145301
1502,2,Hawaii,2020,male,0.497171231,0.02226641
1502,2,Hawaii,2020,female,0.502828769,0.021988476
1601,1,Idaho,2009,male,0.495020183,0.01789917
1601,1,Idaho,2009,female,0.504979817,0.017317924
1601,1,Idaho,2010,male,0.493018156,0.017520723
1601,1,Idaho,2010,female,0.506981844,0.017585524
1601,1,Idaho,2011,male,0.493951575,0.017972855
1601,1,Idaho,2011,female,0.506048425,0.018156427
1601,1,Idaho,2012,male,0.495079583,0.019384231
1601,1,Idaho,2012,female,0.504920417,0.018441136
1601,1,Idaho,2013,male,0.49571639,0.020056664
1601,1,Idaho,2013,female,0.50428361,0.019652432
1601,1,Idaho,2014,male,0.495849637,0.020500487
1601,1,Idaho,2014,female,0.504150363,0.020631386
1601,1,Idaho,2015,male,0.496179029,0.021398805
1601,1,Idaho,2015,female,0.503820971,0.020519871
1601,1,Idaho,2016,male,0.495900659,0.02126873
1601,1,Idaho,2016,female,0.504099341,0.020872262
1601,1,Idaho,2017,male,0.49506184,0.021432845
1601,1,Idaho,2017,female,0.50493816,0.02106402
1601,1,Idaho,2018,male,0.494093757,0.02141083
1601,1,Idaho,2018,female,0.505906243,0.021388498
1601,1,Idaho,2019,male,0.493728893,0.020058236
1601,1,Idaho,2019,female,0.506271107,0.020847844
1601,1,Idaho,2020,male,0.493022317,0.022296054
1601,1,Idaho,2020,female,0.506977683,0.023252417
1602,2,Idaho,2009,male,0.501850439,0.019960922
1602,2,Idaho,2009,female,0.498149561,0.0191125
1602,2,Idaho,2010,male,0.498948145,0.018825347
1602,2,Idaho,2010,female,0.501051855,0.018652077
1602,2,Idaho,2011,male,0.4989809,0.01917478
1602,2,Idaho,2011,female,0.5010191,0.018897118
1602,2,Idaho,2012,male,0.497758456,0.01810668
1602,2,Idaho,2012,female,0.502241544,0.018330559
1602,2,Idaho,2013,male,0.497240967,0.019208622
1602,2,Idaho,2013,female,0.502759033,0.018895695
1602,2,Idaho,2014,male,0.49750214,0.019538573
1602,2,Idaho,2014,female,0.50249786,0.018711372
1602,2,Idaho,2015,male,0.49778621,0.018942294
1602,2,Idaho,2015,female,0.50221379,0.018666131
1602,2,Idaho,2016,male,0.498027735,0.019939915
