GEOID,district,state,year,race,estimate,moe
3713,13,North Carolina,2009,mixed,0.012681801,0.001411241
3713,13,North Carolina,2009,hispanic or latino,0.093061674,0.002922099
3800,AL,North Dakota,2009,white,0.896192895,0.000395482
3800,AL,North Dakota,2009,black,0.009113291,0.000665911
3800,AL,North Dakota,2009,native american,0.05247411,0.001200516
3800,AL,North Dakota,2009,asian,0.008180077,0.000573684
3800,AL,North Dakota,2009,pacific islander,0.000500215,0.000218844
3800,AL,North Dakota,2009,other,0.000473641,0.000218844
3800,AL,North Dakota,2009,mixed,0.013415139,0.001169252
3800,AL,North Dakota,2009,hispanic or latino,0.019650631,0.000323577
3901,1,Ohio,2009,white,0.660481186,0.003818205
3901,1,Ohio,2009,black,0.28624796,0.002712559
3901,1,Ohio,2009,native american,0.001108818,0.000320431
3901,1,Ohio,2009,asian,0.012046301,0.0010993
3901,1,Ohio,2009,pacific islander,0.000187182,0.000177665
3901,1,Ohio,2009,other,0.001232549,0.000366433
3901,1,Ohio,2009,mixed,0.018597686,0.00216053
3901,1,Ohio,2009,hispanic or latino,0.020098318,0.001015227
3902,2,Ohio,2009,white,0.904906445,0.003960751
3902,2,Ohio,2009,black,0.047059642,0.00255561
3902,2,Ohio,2009,native american,0.00171904,0.000386451
3902,2,Ohio,2009,asian,0.01877766,0.001246711
3902,2,Ohio,2009,pacific islander,0.000346473,0.000242827
3902,2,Ohio,2009,other,0.001037939,0.000404219
3902,2,Ohio,2009,mixed,0.012748435,0.001254114
3902,2,Ohio,2009,hispanic or latino,0.013404365,0.000993519
3903,3,Ohio,2009,white,0.788875746,0.003224716
3903,3,Ohio,2009,black,0.162568883,0.001894775
3903,3,Ohio,2009,native american,0.001121845,0.000353608
3903,3,Ohio,2009,asian,0.015372556,0.000824564
3903,3,Ohio,2009,pacific islander,2.50E-05,3.91E-05
3903,3,Ohio,2009,other,0.002066885,0.000607079
3903,3,Ohio,2009,mixed,0.014200643,0.001192253
3903,3,Ohio,2009,hispanic or latino,0.015768409,0.001117151
3904,4,Ohio,2009,white,0.907140091,0.000844268
3904,4,Ohio,2009,black,0.047331353,0.001145792
3904,4,Ohio,2009,native american,0.002412193,0.000365003
3904,4,Ohio,2009,asian,0.007625386,0.000425308
3904,4,Ohio,2009,pacific islander,0.000269785,0.00015711
3904,4,Ohio,2009,other,0.00186945,0.000683984
3904,4,Ohio,2009,mixed,0.017350333,0.001139444
3904,4,Ohio,2009,hispanic or latino,0.016001409,0.000149175
3905,5,Ohio,2009,white,0.923383401,0.001617195
3905,5,Ohio,2009,black,0.011782648,0.00072599
3905,5,Ohio,2009,native american,0.001749049,0.00022717
3905,5,Ohio,2009,asian,0.006106579,0.000590959
3905,5,Ohio,2009,pacific islander,0.000219227,0.000123911
3905,5,Ohio,2009,other,0.000654503,0.000255765
3905,5,Ohio,2009,mixed,0.00940769,0.000792712
3905,5,Ohio,2009,hispanic or latino,0.046696903,0.000471814
3906,6,Ohio,2009,white,0.94552403,0.001497067
3906,6,Ohio,2009,black,0.024093167,0.001065377
3906,6,Ohio,2009,native american,0.001205473,0.000289965
3906,6,Ohio,2009,asian,0.005884011,0.000491963
3906,6,Ohio,2009,pacific islander,0.000503366,0.000317658
3906,6,Ohio,2009,other,0.000539205,0.000232949
3906,6,Ohio,2009,mixed,0.012540176,0.001001846
3906,6,Ohio,2009,hispanic or latino,0.009710572,0.000715139
3907,7,Ohio,2009,white,0.855207904,0.003144992
3907,7,Ohio,2009,black,0.09147059,0.002610373
3907,7,Ohio,2009,native american,0.002368451,0.000452485
3907,7,Ohio,2009,asian,0.01102838,0.000815368
3907,7,Ohio,2009,pacific islander,0.000116481,0.000131415
3907,7,Ohio,2009,other,0.000891529,0.000313603
3907,7,Ohio,2009,mixed,0.020257274,0.00131116
3907,7,Ohio,2009,hispanic or latino,0.018659391,0.001249933
3908,8,Ohio,2009,white,0.890173029,0.002595896
3908,8,Ohio,2009,black,0.054088843,0.001765885
3908,8,Ohio,2009,native american,0.001459041,0.000274625
3908,8,Ohio,2009,asian,0.016107751,0.000750232
3908,8,Ohio,2009,pacific islander,0.000108929,7.67E-05
3908,8,Ohio,2009,other,0.001385399,0.000513963
3908,8,Ohio,2009,mixed,0.014036557,0.001192087
3908,8,Ohio,2009,hispanic or latino,0.02264045,0.000978831
3909,9,Ohio,2009,white,0.778651579,0.000966655
3909,9,Ohio,2009,black,0.143730696,0.001281598
3909,9,Ohio,2009,native american,0.001697883,0.000310265
3909,9,Ohio,2009,asian,0.011386261,0.000774883
3909,9,Ohio,2009,pacific islander,0.000109138,0.000121611
3909,9,Ohio,2009,other,0.001370467,0.000495801
3909,9,Ohio,2009,mixed,0.015729973,0.0011709
3909,9,Ohio,2009,hispanic or latino,0.047324003,0.00060338
3910,10,Ohio,2009,white,0.832904341,0.004176227
3910,10,Ohio,2009,black,0.068029237,0.003880064
3910,10,Ohio,2009,native american,0.00147915,0.000312801
3910,10,Ohio,2009,asian,0.019753054,0.001527401
3910,10,Ohio,2009,pacific islander,6.32E-05,4.49E-05
3910,10,Ohio,2009,other,0.001362681,0.000505806
3910,10,Ohio,2009,mixed,0.010492146,0.001146383
3910,10,Ohio,2009,hispanic or latino,0.065916166,0.001607265
3911,11,Ohio,2009,white,0.359322353,0.004652469
3911,11,Ohio,2009,black,0.578965794,0.004318372
3911,11,Ohio,2009,native american,0.001649156,0.00036253
3911,11,Ohio,2009,asian,0.021773127,0.001400361
3911,11,Ohio,2009,pacific islander,6.22E-05,6.75E-05
3911,11,Ohio,2009,other,0.000986295,0.000341205
3911,11,Ohio,2009,mixed,0.012452196,0.001316837
3911,11,Ohio,2009,hispanic or latino,0.02478888,0.00161006
3912,12,Ohio,2009,white,0.711531219,0.004411416
3912,12,Ohio,2009,black,0.208592881,0.00343647
3912,12,Ohio,2009,native american,0.000679335,0.000183335
3912,12,Ohio,2009,asian,0.031702787,0.001470946
3912,12,Ohio,2009,pacific islander,0.000604011,0.000463312
3912,12,Ohio,2009,other,0.001961261,0.000586957
3912,12,Ohio,2009,mixed,0.019498912,0.001401307
3912,12,Ohio,2009,hispanic or latino,0.025429594,0.001895885
3913,13,Ohio,2009,white,0.808323901,0.003551083
3913,13,Ohio,2009,black,0.118026879,0.002476741
3913,13,Ohio,2009,native american,0.001815966,0.000366925
3913,13,Ohio,2009,asian,0.014774932,0.001439712
3913,13,Ohio,2009,pacific islander,0.000158586,0.000136819
3913,13,Ohio,2009,other,0.001677591,0.000668549
3913,13,Ohio,2009,mixed,0.013734794,0.001430384
3913,13,Ohio,2009,hispanic or latino,0.04148735,0.001086781
3914,14,Ohio,2009,white,0.918916298,0.002258226
3914,14,Ohio,2009,black,0.031027131,0.00172869
3914,14,Ohio,2009,native american,0.001326919,0.000306331
3914,14,Ohio,2009,asian,0.016566481,0.001216086
3914,14,Ohio,2009,pacific islander,3.23E-05,5.23E-05
3914,14,Ohio,2009,other,0.001076005,0.000389455
3914,14,Ohio,2009,mixed,0.010027323,0.001008274
3914,14,Ohio,2009,hispanic or latino,0.021027516,0.00059111
3915,15,Ohio,2009,white,0.815960333,0.004259216
3915,15,Ohio,2009,black,0.08284631,0.003137269
3915,15,Ohio,2009,native american,0.001810652,0.000340618
3915,15,Ohio,2009,asian,0.037045171,0.001767328
3915,15,Ohio,2009,pacific islander,0.000377966,0.000264427
3915,15,Ohio,2009,other,0.002565091,0.000862002
3915,15,Ohio,2009,mixed,0.017027901,0.001228017
3915,15,Ohio,2009,hispanic or latino,0.042366576,0.002217003
3916,16,Ohio,2009,white,0.915245362,0.001135093
3916,16,Ohio,2009,black,0.046936173,0.001138173
3916,16,Ohio,2009,native american,0.002133112,0.000369637
3916,16,Ohio,2009,asian,0.008298346,0.000509791
3916,16,Ohio,2009,pacific islander,0.000113971,0.00010319
3916,16,Ohio,2009,other,0.000922552,0.000284928
3916,16,Ohio,2009,mixed,0.014123206,0.001122772
3916,16,Ohio,2009,hispanic or latino,0.012227277,0.000366556
3917,17,Ohio,2009,white,0.832071712,0.003332645
3917,17,Ohio,2009,black,0.119962119,0.002442957
3917,17,Ohio,2009,native american,0.001838362,0.000430917
3917,17,Ohio,2009,asian,0.009512949,0.001207551
3917,17,Ohio,2009,pacific islander,2.29E-05,3.93E-05
3917,17,Ohio,2009,other,0.00157293,0.000471879
3917,17,Ohio,2009,mixed,0.01384506,0.001292752
3917,17,Ohio,2009,hispanic or latino,0.02117393,0.001050258
3918,18,Ohio,2009,white,0.952294176,0.002048343
3918,18,Ohio,2009,black,0.017997051,0.001159793
3918,18,Ohio,2009,native american,0.001883104,0.000406863
3918,18,Ohio,2009,asian,0.003371816,0.00036945
3918,18,Ohio,2009,pacific islander,0.000121591,0.000143415
3918,18,Ohio,2009,other,0.000997671,0.000501953
3918,18,Ohio,2009,mixed,0.014806062,0.000899463
3918,18,Ohio,2009,hispanic or latino,0.008528529,0.000500394
4001,1,Oklahoma,2009,white,0.706091951,0.001440632
4001,1,Oklahoma,2009,black,0.09008475,0.001315777
4001,1,Oklahoma,2009,native american,0.045894406,0.001418679
4001,1,Oklahoma,2009,asian,0.01750436,0.000632506
4001,1,Oklahoma,2009,pacific islander,0.001063323,0.000418469
4001,1,Oklahoma,2009,other,0.001328125,0.000369076
4001,1,Oklahoma,2009,mixed,0.053230651,0.001889285
4001,1,Oklahoma,2009,hispanic or latino,0.084802435,0.000462374
4002,2,Oklahoma,2009,white,0.687386782,0.001230689
4002,2,Oklahoma,2009,black,0.039008457,0.000862751
4002,2,Oklahoma,2009,native american,0.137101242,0.00213855
4002,2,Oklahoma,2009,asian,0.004549177,0.000432785
4002,2,Oklahoma,2009,pacific islander,0.000515959,0.000140972
4002,2,Oklahoma,2009,other,0.000535695,0.000226965
4002,2,Oklahoma,2009,mixed,0.093984851,0.002152648
4002,2,Oklahoma,2009,hispanic or latino,0.036917837,0.000469438
4003,3,Oklahoma,2009,white,0.785446622,0.001575563
4003,3,Oklahoma,2009,black,0.037366397,0.000904175
4003,3,Oklahoma,2009,native american,0.05432854,0.001622404
4003,3,Oklahoma,2009,asian,0.009467573,0.00054364
4003,3,Oklahoma,2009,pacific islander,0.001239159,0.000310854
4003,3,Oklahoma,2009,other,0.000908433,0.000386084
4003,3,Oklahoma,2009,mixed,0.03936211,0.001740217
4003,3,Oklahoma,2009,hispanic or latino,0.071881166,0.000745199
4004,4,Oklahoma,2009,white,0.755639291,0.002026166
4004,4,Oklahoma,2009,black,0.065832108,0.00188405
4004,4,Oklahoma,2009,native american,0.048113649,0.00134807
4004,4,Oklahoma,2009,asian,0.018909525,0.000832393
4004,4,Oklahoma,2009,pacific islander,0.001053011,0.000203023
4004,4,Oklahoma,2009,other,0.000919016,0.000250395
4004,4,Oklahoma,2009,mixed,0.047530298,0.001858334
4004,4,Oklahoma,2009,hispanic or latino,0.062003102,0.001042183
4005,5,Oklahoma,2009,white,0.642314656,0.002038371
4005,5,Oklahoma,2009,black,0.127776337,0.002094649
4005,5,Oklahoma,2009,native american,0.034506803,0.001229886
4005,5,Oklahoma,2009,asian,0.027577715,0.001058306
4005,5,Oklahoma,2009,pacific islander,0.000647886,0.000358259
4005,5,Oklahoma,2009,other,0.001293027,0.000458462
4005,5,Oklahoma,2009,mixed,0.045073388,0.002042489
4005,5,Oklahoma,2009,hispanic or latino,0.120810187,0.000921042
4101,1,Oregon,2009,white,0.766711073,0.002052874
4101,1,Oregon,2009,black,0.012968561,0.000836308
4101,1,Oregon,2009,native american,0.005365991,0.000531846
4101,1,Oregon,2009,asian,0.061008118,0.001255105
4101,1,Oregon,2009,pacific islander,0.002636106,0.000242799
4101,1,Oregon,2009,other,0.001576268,0.000426504
4101,1,Oregon,2009,mixed,0.026761868,0.001533874
4101,1,Oregon,2009,hispanic or latino,0.122972016,0.000739959
4102,2,Oregon,2009,white,0.837961229,0.001353332
4102,2,Oregon,2009,black,0.004336814,0.000426594
4102,2,Oregon,2009,native american,0.015583377,0.000813069
4102,2,Oregon,2009,asian,0.009858462,0.00055631
4102,2,Oregon,2009,pacific islander,0.001618114,0.000254084
4102,2,Oregon,2009,other,0.001269083,0.000525553
4102,2,Oregon,2009,mixed,0.023167118,0.00105378
4102,2,Oregon,2009,hispanic or latino,0.106205803,0.000286179
4103,3,Oregon,2009,white,0.742570971,0.003131032
4103,3,Oregon,2009,black,0.050962601,0.001729444
4103,3,Oregon,2009,native american,0.005579029,0.000560089
4103,3,Oregon,2009,asian,0.057960977,0.001382463
4103,3,Oregon,2009,pacific islander,0.003993022,0.000448071
4103,3,Oregon,2009,other,0.001318257,0.000336053
4103,3,Oregon,2009,mixed,0.032522024,0.001988998
4103,3,Oregon,2009,hispanic or latino,0.105093118,0.00179365
4104,4,Oregon,2009,white,0.876214585,0.00188325
4104,4,Oregon,2009,black,0.006773579,0.000627286
4104,4,Oregon,2009,native american,0.012324575,0.000833136
4104,4,Oregon,2009,asian,0.019811675,0.000911025
4104,4,Oregon,2009,pacific islander,0.001570302,0.000278176
4104,4,Oregon,2009,other,0.001084885,0.000353283
4104,4,Oregon,2009,mixed,0.025446124,0.001439559
4104,4,Oregon,2009,hispanic or latino,0.056774274,0.000485417
4105,5,Oregon,2009,white,0.798416433,0.002557967
4105,5,Oregon,2009,black,0.008368379,0.000991729
4105,5,Oregon,2009,native american,0.009297459,0.000678481
4105,5,Oregon,2009,asian,0.022848421,0.001089036
4105,5,Oregon,2009,pacific islander,0.002723256,0.00051186
4105,5,Oregon,2009,other,0.001295646,0.000577176
4105,5,Oregon,2009,mixed,0.022989716,0.001459601
4105,5,Oregon,2009,hispanic or latino,0.13406069,0.001738192
4201,1,Pennsylvania,2009,white,0.2787652,0.00445939
4201,1,Pennsylvania,2009,black,0.463660843,0.007083547
4201,1,Pennsylvania,2009,native american,0.002129176,0.000549809
4201,1,Pennsylvania,2009,asian,0.054827046,0.003126751
4201,1,Pennsylvania,2009,pacific islander,0.000214745,0.000144687
4201,1,Pennsylvania,2009,other,0.006015912,0.001413359
4201,1,Pennsylvania,2009,mixed,0.013213685,0.00174233
4201,1,Pennsylvania,2009,hispanic or latino,0.181173392,0.004751809
4202,2,Pennsylvania,2009,white,0.313700609,0.005148884
4202,2,Pennsylvania,2009,black,0.583899391,0.007240568
4202,2,Pennsylvania,2009,native american,0.001499391,0.000418661
4202,2,Pennsylvania,2009,asian,0.049724949,0.002938742
4202,2,Pennsylvania,2009,pacific islander,0.000160649,0.00013144
4202,2,Pennsylvania,2009,other,0.002026775,0.000699391
4202,2,Pennsylvania,2009,mixed,0.014133874,0.001408519
4202,2,Pennsylvania,2009,hispanic or latino,0.034854361,0.003066937
4203,3,Pennsylvania,2009,white,0.928280336,0.001534286
4203,3,Pennsylvania,2009,black,0.03520741,0.000816309
4203,3,Pennsylvania,2009,native american,0.001532725,0.000223197
4203,3,Pennsylvania,2009,asian,0.006224549,0.000410496
4203,3,Pennsylvania,2009,pacific islander,0.000182616,5.93E-05
4203,3,Pennsylvania,2009,other,0.000842843,0.000387083
4203,3,Pennsylvania,2009,mixed,0.010629182,0.000769484
4203,3,Pennsylvania,2009,hispanic or latino,0.01710034,0.000368353
4204,4,Pennsylvania,2009,white,0.931531064,0.002294512
4204,4,Pennsylvania,2009,black,0.033985201,0.001632422
4204,4,Pennsylvania,2009,native american,0.000820929,0.000212309
4204,4,Pennsylvania,2009,asian,0.013004333,0.001111871
4204,4,Pennsylvania,2009,pacific islander,5.19E-05,4.72E-05
4204,4,Pennsylvania,2009,other,0.001011221,0.00036643
4204,4,Pennsylvania,2009,mixed,0.010453477,0.001137034
4204,4,Pennsylvania,2009,hispanic or latino,0.009141878,0.000844519
4205,5,Pennsylvania,2009,white,0.946271468,0.001361206
4205,5,Pennsylvania,2009,black,0.017564254,0.000738494
4205,5,Pennsylvania,2009,native american,0.001503585,0.000226868
4205,5,Pennsylvania,2009,asian,0.013782604,0.000586727
4205,5,Pennsylvania,2009,pacific islander,0.000267547,0.000184623
4205,5,Pennsylvania,2009,other,0.0006321,0.000341084
4205,5,Pennsylvania,2009,mixed,0.007952887,0.000725977
4205,5,Pennsylvania,2009,hispanic or latino,0.012025553,0.000289452
4206,6,Pennsylvania,2009,white,0.819252927,0.003424215
4206,6,Pennsylvania,2009,black,0.070771365,0.002316924
4206,6,Pennsylvania,2009,native american,0.000844327,0.000243064
4206,6,Pennsylvania,2009,asian,0.030751124,0.00144559
4206,6,Pennsylvania,2009,pacific islander,0.000233114,0.000181942
4206,6,Pennsylvania,2009,other,0.002478966,0.000660963
4206,6,Pennsylvania,2009,mixed,0.013151031,0.001131455
4206,6,Pennsylvania,2009,hispanic or latino,0.062517146,0.002415002
4207,7,Pennsylvania,2009,white,0.84012174,0.002394666
4207,7,Pennsylvania,2009,black,0.078885145,0.002172854
4207,7,Pennsylvania,2009,native american,0.000858579,0.000330455
4207,7,Pennsylvania,2009,asian,0.048631178,0.001312766
4207,7,Pennsylvania,2009,pacific islander,0.000310839,0.000265571
4207,7,Pennsylvania,2009,other,0.000846508,0.000331964
4207,7,Pennsylvania,2009,mixed,0.009613368,0.001013998
4207,7,Pennsylvania,2009,hispanic or latino,0.020732644,0.00147573
4208,8,Pennsylvania,2009,white,0.882659672,0.002370873
4208,8,Pennsylvania,2009,black,0.038190442,0.001261483
4208,8,Pennsylvania,2009,native american,0.000799238,0.00025349
4208,8,Pennsylvania,2009,asian,0.033496412,0.001022905
4208,8,Pennsylvania,2009,pacific islander,0.000304187,0.000116307
4208,8,Pennsylvania,2009,other,0.001206312,0.000432423
4208,8,Pennsylvania,2009,mixed,0.008575403,0.001200348
4208,8,Pennsylvania,2009,hispanic or latino,0.034768333,0.000824587
4209,9,Pennsylvania,2009,white,0.952774132,0.002935267
4209,9,Pennsylvania,2009,black,0.018601687,0.000865372
4209,9,Pennsylvania,2009,native american,0.001014416,0.000234213
4209,9,Pennsylvania,2009,asian,0.005110103,0.000536865
4209,9,Pennsylvania,2009,pacific islander,0.000112544,7.76E-05
4209,9,Pennsylvania,2009,other,0.000793891,0.000311777
4209,9,Pennsylvania,2009,mixed,0.007338169,0.000763474
4209,9,Pennsylvania,2009,hispanic or latino,0.014255058,0.00040455
4210,10,Pennsylvania,2009,white,0.936602446,0.001518249
4210,10,Pennsylvania,2009,black,0.022920068,0.001236245
4210,10,Pennsylvania,2009,native american,0.001823118,0.000454255
4210,10,Pennsylvania,2009,asian,0.006973883,0.000685956
4210,10,Pennsylvania,2009,pacific islander,0.000533521,0.000402427
4210,10,Pennsylvania,2009,other,0.000548765,0.00022103
4210,10,Pennsylvania,2009,mixed,0.009179612,0.00101369
4210,10,Pennsylvania,2009,hispanic or latino,0.021418587,0.000503034
4211,11,Pennsylvania,2009,white,0.875461901,0.001510856
4211,11,Pennsylvania,2009,black,0.042789536,0.001067371
4211,11,Pennsylvania,2009,native american,0.000831346,0.000219487
4211,11,Pennsylvania,2009,asian,0.011320142,0.000580289
4211,11,Pennsylvania,2009,pacific islander,0.000114254,0.00012177
4211,11,Pennsylvania,2009,other,0.001858127,0.000592316
4211,11,Pennsylvania,2009,mixed,0.009281614,0.00093658
4211,11,Pennsylvania,2009,hispanic or latino,0.05834308,0.000443485
4212,12,Pennsylvania,2009,white,0.939084884,0.003676358
4212,12,Pennsylvania,2009,black,0.036112623,0.001413362
4212,12,Pennsylvania,2009,native american,0.000747871,0.000213216
4212,12,Pennsylvania,2009,asian,0.005369162,0.000607342
4212,12,Pennsylvania,2009,pacific islander,0.00011953,0.000117915
4212,12,Pennsylvania,2009,other,0.000379589,0.000148605
4212,12,Pennsylvania,2009,mixed,0.01065433,0.001171072
4212,12,Pennsylvania,2009,hispanic or latino,0.007532011,0.000571806
4213,13,Pennsylvania,2009,white,0.78465131,0.005552637
4213,13,Pennsylvania,2009,black,0.084736612,0.003859778
4213,13,Pennsylvania,2009,native american,0.000452112,0.00023264
4213,13,Pennsylvania,2009,asian,0.059276416,0.003154542
4213,13,Pennsylvania,2009,pacific islander,0.000302871,0.000159483
4213,13,Pennsylvania,2009,other,0.00277705,0.000873498
4213,13,Pennsylvania,2009,mixed,0.011051138,0.001202706
4213,13,Pennsylvania,2009,hispanic or latino,0.05675249,0.003419371
4214,14,Pennsylvania,2009,white,0.711596307,0.00333314
4214,14,Pennsylvania,2009,black,0.225538587,0.00272259
4214,14,Pennsylvania,2009,native american,0.001564535,0.000335139
4214,14,Pennsylvania,2009,asian,0.021979809,0.001426829
4214,14,Pennsylvania,2009,pacific islander,0.000306934,0.000197433
4214,14,Pennsylvania,2009,other,0.002392428,0.000620505
4214,14,Pennsylvania,2009,mixed,0.018600214,0.001526376
4214,14,Pennsylvania,2009,hispanic or latino,0.018021187,0.001031963
4215,15,Pennsylvania,2009,white,0.809718925,0.001582382
4215,15,Pennsylvania,2009,black,0.038726417,0.001221263
4215,15,Pennsylvania,2009,native american,0.000661103,0.000169185
4215,15,Pennsylvania,2009,asian,0.023297838,0.000742141
4215,15,Pennsylvania,2009,pacific islander,0.000109473,0.000126534
4215,15,Pennsylvania,2009,other,0.00211553,0.000663946
4215,15,Pennsylvania,2009,mixed,0.011308415,0.001181455
4215,15,Pennsylvania,2009,hispanic or latino,0.1140623,0.000739298
4216,16,Pennsylvania,2009,white,0.819249942,0.002504034
4216,16,Pennsylvania,2009,black,0.041472165,0.001920528
4216,16,Pennsylvania,2009,native american,0.000695885,0.00019018
4216,16,Pennsylvania,2009,asian,0.016316563,0.000749193
4216,16,Pennsylvania,2009,pacific islander,0.000329933,0.000157042
4216,16,Pennsylvania,2009,other,0.002060281,0.000612321
4216,16,Pennsylvania,2009,mixed,0.009383645,0.001004207
4216,16,Pennsylvania,2009,hispanic or latino,0.110491586,0.00219139
4217,17,Pennsylvania,2009,white,0.851507076,0.001589408
4217,17,Pennsylvania,2009,black,0.074042325,0.001092247
4217,17,Pennsylvania,2009,native american,0.001054584,0.000236528
4217,17,Pennsylvania,2009,asian,0.013584545,0.000570982
4217,17,Pennsylvania,2009,pacific islander,0.000108471,0.000106965
4217,17,Pennsylvania,2009,other,0.001413142,0.000439912
4217,17,Pennsylvania,2009,mixed,0.011592888,0.001135937
4217,17,Pennsylvania,2009,hispanic or latino,0.046696968,0.000964191
4218,18,Pennsylvania,2009,white,0.937792903,0.003820035
4218,18,Pennsylvania,2009,black,0.025489798,0.002118426
4218,18,Pennsylvania,2009,native american,0.000633811,0.000195139
4218,18,Pennsylvania,2009,asian,0.017114445,0.00143466
4218,18,Pennsylvania,2009,pacific islander,0.000118644,0.000118644
4218,18,Pennsylvania,2009,other,0.001528326,0.000630688
4218,18,Pennsylvania,2009,mixed,0.008114648,0.000933544
4218,18,Pennsylvania,2009,hispanic or latino,0.009207425,0.001063116
4219,19,Pennsylvania,2009,white,0.893275965,0.00127449
4219,19,Pennsylvania,2009,black,0.037695994,0.000989538
4219,19,Pennsylvania,2009,native american,0.001071763,0.000249511
4219,19,Pennsylvania,2009,asian,0.01443052,0.000554311
4219,19,Pennsylvania,2009,pacific islander,7.66E-05,6.38E-05
4219,19,Pennsylvania,2009,other,0.001257478,0.000517452
4219,19,Pennsylvania,2009,mixed,0.011583827,0.00107318
4219,19,Pennsylvania,2009,hispanic or latino,0.040607899,0.000290623
4401,1,RhodeIsland,2009,white,0.793393145,0.0034555
4401,1,RhodeIsland,2009,black,0.056745762,0.002976577
4401,1,RhodeIsland,2009,native american,0.002287766,0.000576235
4401,1,RhodeIsland,2009,asian,0.022826145,0.001684819
4401,1,RhodeIsland,2009,pacific islander,0.000125932,0.000139289
4401,1,RhodeIsland,2009,other,0.010015417,0.001501645
4401,1,RhodeIsland,2009,mixed,0.01626432,0.001499737
4401,1,RhodeIsland,2009,hispanic or latino,0.098341513,0.003529915
4402,2,RhodeIsland,2009,white,0.77768152,0.003695932
4402,2,RhodeIsland,2009,black,0.039702675,0.002840861
4402,2,RhodeIsland,2009,native american,0.004836027,0.000795066
4402,2,RhodeIsland,2009,asian,0.0312776,0.001667014
4402,2,RhodeIsland,2009,pacific islander,9.75E-05,8.25E-05
4402,2,RhodeIsland,2009,other,0.00402971,0.000871947
4402,2,RhodeIsland,2009,mixed,0.012902948,0.001239478
4402,2,RhodeIsland,2009,hispanic or latino,0.129472012,0.003469038
4501,1,South Carolina,2009,white,0.724053783,0.00238049
4501,1,South Carolina,2009,black,0.202492352,0.00286755
4501,1,South Carolina,2009,native american,0.003252464,0.000372458
4501,1,South Carolina,2009,asian,0.015862457,0.000601662
4501,1,South Carolina,2009,pacific islander,0.00049578,0.000196817
4501,1,South Carolina,2009,other,0.002000558,0.000774811
4501,1,South Carolina,2009,mixed,0.01193359,0.00107502
4501,1,South Carolina,2009,hispanic or latino,0.039909016,0.000712528
4502,2,South Carolina,2009,white,0.648200823,0.002795127
4502,2,South Carolina,2009,black,0.266760054,0.003457234
4502,2,South Carolina,2009,native american,0.002544566,0.000434913
4502,2,South Carolina,2009,asian,0.014113251,0.00088151
4502,2,South Carolina,2009,pacific islander,0.000294702,0.000123334
4502,2,South Carolina,2009,other,0.001988916,0.000666001
4502,2,South Carolina,2009,mixed,0.0137069,0.001433266
4502,2,South Carolina,2009,hispanic or latino,0.052390788,0.001270985
4503,3,South Carolina,2009,white,0.748052208,0.002297817
4503,3,South Carolina,2009,black,0.196917214,0.001805428
4503,3,South Carolina,2009,native american,0.001708377,0.000256899
4503,3,South Carolina,2009,asian,0.007177467,0.000469554
4503,3,South Carolina,2009,pacific islander,0.000371076,0.000245481
4503,3,South Carolina,2009,other,0.000971934,0.000455282
4503,3,South Carolina,2009,mixed,0.01172743,0.001097529
4503,3,South Carolina,2009,hispanic or latino,0.033074294,0.000605139
4504,4,South Carolina,2009,white,0.713164669,0.001154215
4504,4,South Carolina,2009,black,0.192852505,0.001094817
4504,4,South Carolina,2009,native american,0.001606452,0.000244343
4504,4,South Carolina,2009,asian,0.0183122,0.000409038
4504,4,South Carolina,2009,pacific islander,0.000712779,0.000137696
4504,4,South Carolina,2009,other,0.001498455,0.000552133
4504,4,South Carolina,2009,mixed,0.011130416,0.001034069
4504,4,South Carolina,2009,hispanic or latino,0.060722525,0.000390138
4505,5,South Carolina,2009,white,0.633028258,0.001805989
4505,5,South Carolina,2009,black,0.308792814,0.002295196
4505,5,South Carolina,2009,native american,0.004951861,0.000512308
4505,5,South Carolina,2009,asian,0.007495736,0.000432133
4505,5,South Carolina,2009,pacific islander,0.000214707,0.000150839
4505,5,South Carolina,2009,other,0.001561385,0.000777295
4505,5,South Carolina,2009,mixed,0.012302194,0.00143093
4505,5,South Carolina,2009,hispanic or latino,0.031653044,0.000557152
4506,6,South Carolina,2009,white,0.411809893,0.004432048
4506,6,South Carolina,2009,black,0.545728565,0.004928666
4506,6,South Carolina,2009,native american,0.002871679,0.000496617
4506,6,South Carolina,2009,asian,0.00731423,0.000868705
4506,6,South Carolina,2009,pacific islander,0.000249059,0.000190545
4506,6,South Carolina,2009,other,0.000793688,0.000399094
4506,6,South Carolina,2009,mixed,0.009014132,0.001138769
4506,6,South Carolina,2009,hispanic or latino,0.022218755,0.001558869
4600,AL,South Dakota,2009,white,0.859292943,0.000350277
4600,AL,South Dakota,2009,black,0.009200101,0.00057124
4600,AL,South Dakota,2009,native american,0.08113113,0.001010655
4600,AL,South Dakota,2009,asian,0.008533445,0.000387941
4600,AL,South Dakota,2009,pacific islander,0.000183299,0.000159445
4600,AL,South Dakota,2009,other,0.000833634,0.000384175
4600,AL,South Dakota,2009,mixed,0.015628119,0.001043297
4600,AL,South Dakota,2009,hispanic or latino,0.025197329,0.000317634
4701,1,Tennessee,2009,white,0.933509893,0.001951448
4701,1,Tennessee,2009,black,0.022411672,0.000744907
4701,1,Tennessee,2009,native american,0.002381605,0.000445146
4701,1,Tennessee,2009,asian,0.005259316,0.000475122
