GEOID,district,state,year,age,estimate,moe
904,4,Connecticut,2018,45_64,0.393048242,0.011777868
904,4,Connecticut,2018,65+,0.184063422,0.010061146
904,4,Connecticut,2019,20_29,0.168050832,0.009068406
904,4,Connecticut,2019,30_44,0.25289749500000003,0.009415412
904,4,Connecticut,2019,45_64,0.38949422,0.011431898
904,4,Connecticut,2019,65+,0.189557453,0.01021738
904,4,Connecticut,2020,20_29,0.16782317,0.009405205
904,4,Connecticut,2020,30_44,0.252944871,0.009412864
904,4,Connecticut,2020,45_64,0.386352496,0.014440972
904,4,Connecticut,2020,65+,0.192879463,0.013694224
905,5,Connecticut,2009,20_29,0.167435696,0.01106183
905,5,Connecticut,2009,30_44,0.287522207,0.011069961
905,5,Connecticut,2009,45_64,0.381870958,0.014838544
905,5,Connecticut,2009,65+,0.163171139,0.011277294
905,5,Connecticut,2010,20_29,0.15970836,0.010279179
905,5,Connecticut,2010,30_44,0.278437113,0.01006545
905,5,Connecticut,2010,45_64,0.393685705,0.013396404
905,5,Connecticut,2010,65+,0.168168822,0.010404191
905,5,Connecticut,2011,20_29,0.162912494,0.01044645
905,5,Connecticut,2011,30_44,0.268772532,0.011360765
905,5,Connecticut,2011,45_64,0.399114558,0.015234574
905,5,Connecticut,2011,65+,0.169200415,0.01147305
905,5,Connecticut,2012,20_29,0.164348519,0.009851631
905,5,Connecticut,2012,30_44,0.263237633,0.010668634
905,5,Connecticut,2012,45_64,0.400966126,0.013988205
905,5,Connecticut,2012,65+,0.171447722,0.011140592
905,5,Connecticut,2013,20_29,0.167620146,0.010146906
905,5,Connecticut,2013,30_44,0.254037574,0.009891861
905,5,Connecticut,2013,45_64,0.401618953,0.01397652
905,5,Connecticut,2013,65+,0.176723326,0.011284804
905,5,Connecticut,2014,20_29,0.166430135,0.010883047
905,5,Connecticut,2014,30_44,0.249310818,0.010117073
905,5,Connecticut,2014,45_64,0.405476128,0.013880842
905,5,Connecticut,2014,65+,0.178782918,0.011283531
905,5,Connecticut,2015,20_29,0.163260003,0.009386102
905,5,Connecticut,2015,30_44,0.249100175,0.010731961
905,5,Connecticut,2015,45_64,0.402869355,0.015122485
905,5,Connecticut,2015,65+,0.184770467,0.011236173
905,5,Connecticut,2016,20_29,0.162452158,0.010097074
905,5,Connecticut,2016,30_44,0.246500556,0.010131798
905,5,Connecticut,2016,45_64,0.401949966,0.014626674
905,5,Connecticut,2016,65+,0.189097321,0.012138095
905,5,Connecticut,2017,20_29,0.162582347,0.010365835
905,5,Connecticut,2017,30_44,0.244590246,0.009950287
905,5,Connecticut,2017,45_64,0.396791509,0.014567067
905,5,Connecticut,2017,65+,0.196035897,0.011440924
905,5,Connecticut,2018,20_29,0.1640425,0.00958358
905,5,Connecticut,2018,30_44,0.245174828,0.011742937
905,5,Connecticut,2018,45_64,0.390134101,0.015687771
905,5,Connecticut,2018,65+,0.20064857,0.01134235
905,5,Connecticut,2019,20_29,0.167748634,0.010062864
905,5,Connecticut,2019,30_44,0.241584806,0.009967788
905,5,Connecticut,2019,45_64,0.386256546,0.015307267
905,5,Connecticut,2019,65+,0.204410014,0.012371314
905,5,Connecticut,2020,20_29,0.170403314,0.012672772
905,5,Connecticut,2020,30_44,0.238389634,0.011862414
905,5,Connecticut,2020,45_64,0.380978288,0.018447994
905,5,Connecticut,2020,65+,0.210228764,0.015233196
1000,AL,Delaware,2009,20_29,0.192579815,0.005926348
1000,AL,Delaware,2009,30_44,0.283560841,0.005002632
1000,AL,Delaware,2009,45_64,0.354412149,0.00675405
1000,AL,Delaware,2009,65+,0.169447194,0.008283644
1000,AL,Delaware,2010,20_29,0.192280422,0.007028688
1000,AL,Delaware,2010,30_44,0.272558332,0.005685111
1000,AL,Delaware,2010,45_64,0.362448483,0.006562483
1000,AL,Delaware,2010,65+,0.172712763,0.008624792
1000,AL,Delaware,2011,20_29,0.191889417,0.006354736
1000,AL,Delaware,2011,30_44,0.266388487,0.005643337
1000,AL,Delaware,2011,45_64,0.365483448,0.007187359
1000,AL,Delaware,2011,65+,0.176238647,0.008913219
1000,AL,Delaware,2012,20_29,0.192231928,0.006104699
1000,AL,Delaware,2012,30_44,0.261268519,0.005796317
1000,AL,Delaware,2012,45_64,0.365948368,0.006979496
1000,AL,Delaware,2012,65+,0.180551185,0.008663008
1000,AL,Delaware,2013,20_29,0.192429002,0.006239833
1000,AL,Delaware,2013,30_44,0.256556481,0.005842471
1000,AL,Delaware,2013,45_64,0.366011225,0.007568514
1000,AL,Delaware,2013,65+,0.185003291,0.008524668
1000,AL,Delaware,2014,20_29,0.191704211,0.005895811
1000,AL,Delaware,2014,30_44,0.253375926,0.005568096
1000,AL,Delaware,2014,45_64,0.36431212,0.00636135
1000,AL,Delaware,2014,65+,0.190607743,0.008624729
1000,AL,Delaware,2015,20_29,0.192065541,0.00553609
1000,AL,Delaware,2015,30_44,0.249588412,0.005159178
1000,AL,Delaware,2015,45_64,0.36183294,0.007297025
1000,AL,Delaware,2015,65+,0.196513108,0.008195584
1000,AL,Delaware,2016,20_29,0.190548227,0.005381019
1000,AL,Delaware,2016,30_44,0.246773473,0.005339329
1000,AL,Delaware,2016,45_64,0.359334147,0.006363718
1000,AL,Delaware,2016,65+,0.203344153,0.008874066
1000,AL,Delaware,2017,20_29,0.18918546,0.005953604
1000,AL,Delaware,2017,30_44,0.244946189,0.00530775
1000,AL,Delaware,2017,45_64,0.356300311,0.006963486
1000,AL,Delaware,2017,65+,0.209568041,0.008871692
1000,AL,Delaware,2018,20_29,0.186523284,0.006307396
1000,AL,Delaware,2018,30_44,0.243502132,0.00564147
1000,AL,Delaware,2018,45_64,0.353487534,0.006964598
1000,AL,Delaware,2018,65+,0.216487051,0.009764978
1000,AL,Delaware,2019,20_29,0.182680932,0.005457544
1000,AL,Delaware,2019,30_44,0.243033427,0.005607224
1000,AL,Delaware,2019,45_64,0.350699032,0.007155831
1000,AL,Delaware,2019,65+,0.223586608,0.009979592
1000,AL,Delaware,2020,20_29,0.179191474,0.006314742
1000,AL,Delaware,2020,30_44,0.243944583,0.006155595
1000,AL,Delaware,2020,45_64,0.346097336,0.008258615
1000,AL,Delaware,2020,65+,0.230766607,0.011558082
1201,1,Florida,2009,20_29,0.218572516,0.009034807
1201,1,Florida,2009,30_44,0.271793794,0.00795999
1201,1,Florida,2009,45_64,0.347951106,0.010026335
1201,1,Florida,2009,65+,0.161682584,0.009978742
1201,1,Florida,2010,20_29,0.213555759,0.009093904
1201,1,Florida,2010,30_44,0.264068296,0.007152773
1201,1,Florida,2010,45_64,0.362120891,0.009419386
1201,1,Florida,2010,65+,0.160255053,0.009305663
1201,1,Florida,2011,20_29,0.211975146,0.009831625
1201,1,Florida,2011,30_44,0.259021755,0.008375811
1201,1,Florida,2011,45_64,0.365869937,0.010487327
1201,1,Florida,2011,65+,0.163133162,0.009804304
1201,1,Florida,2012,20_29,0.211533802,0.007657663
1201,1,Florida,2012,30_44,0.250537498,0.007838431
1201,1,Florida,2012,45_64,0.367852431,0.009326887
1201,1,Florida,2012,65+,0.170076269,0.009676886
1201,1,Florida,2013,20_29,0.214365987,0.008816507
1201,1,Florida,2013,30_44,0.248686038,0.006538594
1201,1,Florida,2013,45_64,0.36320603,0.009455987
1201,1,Florida,2013,65+,0.173741945,0.010640351
1201,1,Florida,2014,20_29,0.217584732,0.008541749
1201,1,Florida,2014,30_44,0.248433642,0.007188564
1201,1,Florida,2014,45_64,0.356655075,0.008589944
1201,1,Florida,2014,65+,0.177326551,0.010035813
1201,1,Florida,2015,20_29,0.218615681,0.009306747
1201,1,Florida,2015,30_44,0.247581338,0.006767881
1201,1,Florida,2015,45_64,0.352060962,0.009561727
1201,1,Florida,2015,65+,0.181742019,0.010392231
1201,1,Florida,2016,20_29,0.218924524,0.008838357
1201,1,Florida,2016,30_44,0.248882692,0.007004183
1201,1,Florida,2016,45_64,0.346201151,0.008899138
1201,1,Florida,2016,65+,0.185991634,0.01057957
1201,1,Florida,2017,20_29,0.217009088,0.008135982
1201,1,Florida,2017,30_44,0.251656051,0.006645447
1201,1,Florida,2017,45_64,0.342160886,0.009212283
1201,1,Florida,2017,65+,0.189173975,0.010511632
1201,1,Florida,2018,20_29,0.21317697,0.007544945
1201,1,Florida,2018,30_44,0.253259709,0.007311237
1201,1,Florida,2018,45_64,0.340045765,0.010499438
1201,1,Florida,2018,65+,0.193517556,0.010332005
1201,1,Florida,2019,20_29,0.209882518,0.008195962
1201,1,Florida,2019,30_44,0.254706329,0.008546041
1201,1,Florida,2019,45_64,0.33819325,0.009884577
1201,1,Florida,2019,65+,0.197217903,0.010413127
1201,1,Florida,2020,20_29,0.207388565,0.008995654
1201,1,Florida,2020,30_44,0.257396988,0.008854149
1201,1,Florida,2020,45_64,0.334655167,0.011947037
1201,1,Florida,2020,65+,0.20055928,0.012462518
1202,2,Florida,2009,20_29,0.251671944,0.014410609
1202,2,Florida,2009,30_44,0.263340221,0.009621077
1202,2,Florida,2009,45_64,0.332089481,0.011878344
1202,2,Florida,2009,65+,0.152898354,0.010255098
1202,2,Florida,2010,20_29,0.236891337,0.012419122
1202,2,Florida,2010,30_44,0.261836803,0.0091803160000000009
1202,2,Florida,2010,45_64,0.346489444,0.011199024
1202,2,Florida,2010,65+,0.154782416,0.010075055
1202,2,Florida,2011,20_29,0.239694734,0.012787002
1202,2,Florida,2011,30_44,0.2595812,0.009539567
1202,2,Florida,2011,45_64,0.344984758,0.011208538
1202,2,Florida,2011,65+,0.155739307,0.009351309
1202,2,Florida,2012,20_29,0.245433485,0.011745428
1202,2,Florida,2012,30_44,0.263356751,0.008050025
1202,2,Florida,2012,45_64,0.34321661999999997,0.010038988
1202,2,Florida,2012,65+,0.147993144,0.009266758
1202,2,Florida,2013,20_29,0.246018859,0.011031
1202,2,Florida,2013,30_44,0.261854042,0.007828211
1202,2,Florida,2013,45_64,0.341096992,0.009492917
1202,2,Florida,2013,65+,0.151030106,0.009250845
1202,2,Florida,2014,20_29,0.246740497,0.010949576
1202,2,Florida,2014,30_44,0.260944061,0.007243339
1202,2,Florida,2014,45_64,0.336432894,0.009931096
1202,2,Florida,2014,65+,0.155882548,0.010078169
1202,2,Florida,2015,20_29,0.246568778,0.011420336
1202,2,Florida,2015,30_44,0.258962147,0.007316038
1202,2,Florida,2015,45_64,0.332513937,0.008713402
1202,2,Florida,2015,65+,0.161955138,0.009598642
1202,2,Florida,2016,20_29,0.185946992,0.009942118
1202,2,Florida,2016,30_44,0.249072631,0.007942225
1202,2,Florida,2016,45_64,0.348719603,0.011002993
1202,2,Florida,2016,65+,0.216260775,0.011884666
1202,2,Florida,2017,20_29,0.183854478,0.010053181
1202,2,Florida,2017,30_44,0.247856412,0.008762762
1202,2,Florida,2017,45_64,0.346678327,0.011873276
1202,2,Florida,2017,65+,0.221610784,0.011592441
1202,2,Florida,2018,20_29,0.180722426,0.010416228
1202,2,Florida,2018,30_44,0.24853154,0.009516884
1202,2,Florida,2018,45_64,0.3454007,0.012383542
1202,2,Florida,2018,65+,0.225345334,0.011673904
1202,2,Florida,2019,20_29,0.178284929,0.010159774
1202,2,Florida,2019,30_44,0.247360176,0.009178492
1202,2,Florida,2019,45_64,0.341657876,0.010836157
1202,2,Florida,2019,65+,0.232697019,0.012020705
1202,2,Florida,2020,20_29,0.174922542,0.011161651
1202,2,Florida,2020,30_44,0.244841596,0.010554474
1202,2,Florida,2020,45_64,0.337888897,0.014541026
1202,2,Florida,2020,65+,0.242346965,0.014287746
1203,3,Florida,2009,20_29,0.244666424,0.017256758
1203,3,Florida,2009,30_44,0.28988805,0.016942751
1203,3,Florida,2009,45_64,0.331546373,0.017634477
1203,3,Florida,2009,65+,0.133899154,0.012587604
1203,3,Florida,2010,20_29,0.232788585,0.016193675
1203,3,Florida,2010,30_44,0.281924126,0.015801456
1203,3,Florida,2010,45_64,0.350548881,0.017401889
1203,3,Florida,2010,65+,0.134738408,0.012348128
1203,3,Florida,2011,20_29,0.231491611,0.016958614
1203,3,Florida,2011,30_44,0.280229056,0.012794367
1203,3,Florida,2011,45_64,0.352813005,0.017017139
1203,3,Florida,2011,65+,0.135466328,0.012389197
1203,3,Florida,2012,20_29,0.228397438,0.014080965
1203,3,Florida,2012,30_44,0.248629059,0.009538472
1203,3,Florida,2012,45_64,0.340824127,0.011508664
1203,3,Florida,2012,65+,0.182149376,0.011478177000000001
1203,3,Florida,2013,20_29,0.228762719,0.013776147
1203,3,Florida,2013,30_44,0.242724212,0.00857132
1203,3,Florida,2013,45_64,0.34004993,0.01284185
1203,3,Florida,2013,65+,0.188463139,0.012111813
1203,3,Florida,2014,20_29,0.227207993,0.013619362
1203,3,Florida,2014,30_44,0.240160254,0.008522408
1203,3,Florida,2014,45_64,0.339712022,0.01131449
1203,3,Florida,2014,65+,0.19291973,0.012959757
1203,3,Florida,2015,20_29,0.223742251,0.013058089
1203,3,Florida,2015,30_44,0.244452641,0.008796048
1203,3,Florida,2015,45_64,0.333869814,0.010811576
1203,3,Florida,2015,65+,0.197935294,0.012912792
1203,3,Florida,2016,20_29,0.232449186,0.011953446
1203,3,Florida,2016,30_44,0.24309386,0.008262331
1203,3,Florida,2016,45_64,0.335421045,0.01160444
1203,3,Florida,2016,65+,0.18903591,0.012017936
1203,3,Florida,2017,20_29,0.231319048,0.012630221
1203,3,Florida,2017,30_44,0.241849232,0.008055141
1203,3,Florida,2017,45_64,0.333752091,0.011741455
1203,3,Florida,2017,65+,0.193079629,0.012840225
1203,3,Florida,2018,20_29,0.229687026,0.012658837
1203,3,Florida,2018,30_44,0.241783412,0.008969605
1203,3,Florida,2018,45_64,0.328918837,0.010275823
1203,3,Florida,2018,65+,0.199610725,0.012533025
1203,3,Florida,2019,20_29,0.230064308,0.011216613
1203,3,Florida,2019,30_44,0.242805827,0.009400555
1203,3,Florida,2019,45_64,0.322151901,0.012130101
1203,3,Florida,2019,65+,0.204977963,0.012887095
1203,3,Florida,2020,20_29,0.228037798,0.013229898
1203,3,Florida,2020,30_44,0.244175483,0.009259855
1203,3,Florida,2020,45_64,0.321119194,0.014091862
1203,3,Florida,2020,65+,0.206667525,0.015676302
1204,4,Florida,2009,20_29,0.212981008,0.012205281
1204,4,Florida,2009,30_44,0.306442738,0.010374871
1204,4,Florida,2009,45_64,0.344789637,0.011784936
1204,4,Florida,2009,65+,0.135786618,0.010149413
1204,4,Florida,2010,20_29,0.212141217,0.011026344
1204,4,Florida,2010,30_44,0.292952857,0.009568775
1204,4,Florida,2010,45_64,0.356592626,0.012469078
1204,4,Florida,2010,65+,0.138313299,0.009368498
1204,4,Florida,2011,20_29,0.209984065,0.011293199
1204,4,Florida,2011,30_44,0.285535203,0.009400035
1204,4,Florida,2011,45_64,0.363165897,0.012941495
1204,4,Florida,2011,65+,0.141314835,0.009392726
1204,4,Florida,2012,20_29,0.210374198,0.011447039000000001
1204,4,Florida,2012,30_44,0.285622283,0.009051604
1204,4,Florida,2012,45_64,0.363081237,0.013045305
1204,4,Florida,2012,65+,0.140922282,0.010162929
1204,4,Florida,2013,20_29,0.212012255,0.010596536
1204,4,Florida,2013,30_44,0.281268323,0.009975266
1204,4,Florida,2013,45_64,0.359649293,0.012305028
1204,4,Florida,2013,65+,0.14707013,0.009482133
1204,4,Florida,2014,20_29,0.212925092,0.011508119
1204,4,Florida,2014,30_44,0.276819087,0.010646446
1204,4,Florida,2014,45_64,0.357433364,0.012308517
1204,4,Florida,2014,65+,0.152822457,0.010857077
1204,4,Florida,2015,20_29,0.211796196,0.010106955
1204,4,Florida,2015,30_44,0.273922481,0.010316892
1204,4,Florida,2015,45_64,0.355280472,0.01311355
1204,4,Florida,2015,65+,0.159000851,0.010594308
1204,4,Florida,2016,20_29,0.191622798,0.011138551
1204,4,Florida,2016,30_44,0.268895821,0.01047421
1204,4,Florida,2016,45_64,0.356271167,0.013265166
1204,4,Florida,2016,65+,0.183210214,0.012460013
1204,4,Florida,2017,20_29,0.189071023,0.01099738
1204,4,Florida,2017,30_44,0.269374112,0.009946653
1204,4,Florida,2017,45_64,0.353055043,0.013296288
1204,4,Florida,2017,65+,0.188499822,0.011688463
1204,4,Florida,2018,20_29,0.185837149,0.010191945000000001
1204,4,Florida,2018,30_44,0.270988877,0.009923827
1204,4,Florida,2018,45_64,0.349949814,0.012378144
1204,4,Florida,2018,65+,0.193224161,0.012336894
1204,4,Florida,2019,20_29,0.185248524,0.01029772
1204,4,Florida,2019,30_44,0.269119557,0.011184589
1204,4,Florida,2019,45_64,0.34811783,0.013480409
1204,4,Florida,2019,65+,0.19751409,0.012131698
1204,4,Florida,2020,20_29,0.18207405,0.01171363
1204,4,Florida,2020,30_44,0.268145478,0.012267366
1204,4,Florida,2020,45_64,0.343423984,0.015013106
1204,4,Florida,2020,65+,0.206356488,0.015671691
1205,5,Florida,2009,20_29,0.132588423,0.007763201
1205,5,Florida,2009,30_44,0.243866038,0.008158352
1205,5,Florida,2009,45_64,0.340690238,0.012593164
1205,5,Florida,2009,65+,0.282855302,0.013158535
1205,5,Florida,2010,20_29,0.119021161,0.007093378
1205,5,Florida,2010,30_44,0.2293681,0.008548803
1205,5,Florida,2010,45_64,0.344323402,0.011068819
1205,5,Florida,2010,65+,0.307287337,0.013145499
1205,5,Florida,2011,20_29,0.121256067,0.007032181
1205,5,Florida,2011,30_44,0.223565341,0.007987625
1205,5,Florida,2011,45_64,0.346058367,0.011923144
1205,5,Florida,2011,65+,0.309120224,0.013754411
1205,5,Florida,2012,20_29,0.22713969,0.015361435
1205,5,Florida,2012,30_44,0.287005126,0.012923868
1205,5,Florida,2012,45_64,0.354044716,0.01705864
1205,5,Florida,2012,65+,0.131810467,0.011408507
1205,5,Florida,2013,20_29,0.223302215,0.016130134
1205,5,Florida,2013,30_44,0.286691038,0.014571358
1205,5,Florida,2013,45_64,0.354909933,0.017411321
1205,5,Florida,2013,65+,0.135096815,0.011944926
1205,5,Florida,2014,20_29,0.227292487,0.015776346
1205,5,Florida,2014,30_44,0.282210039,0.014020605
1205,5,Florida,2014,45_64,0.351287473,0.01779376
1205,5,Florida,2014,65+,0.139210001,0.011306803
1205,5,Florida,2015,20_29,0.232531591,0.01584183
1205,5,Florida,2015,30_44,0.276909395,0.014547184
1205,5,Florida,2015,45_64,0.346427316,0.0175501
1205,5,Florida,2015,65+,0.144131698,0.011689037
1205,5,Florida,2016,20_29,0.268054345,0.015166759
1205,5,Florida,2016,30_44,0.26238612100000003,0.00932821
1205,5,Florida,2016,45_64,0.331581241,0.014564684
1205,5,Florida,2016,65+,0.137978294,0.009969896
1205,5,Florida,2017,20_29,0.26635758,0.014815745
1205,5,Florida,2017,30_44,0.26272627,0.010575945
1205,5,Florida,2017,45_64,0.326892501,0.013959934
1205,5,Florida,2017,65+,0.144023649,0.01036003
1205,5,Florida,2018,20_29,0.261919529,0.015103466
1205,5,Florida,2018,30_44,0.26169719,0.009810232
1205,5,Florida,2018,45_64,0.326877694,0.013601701
1205,5,Florida,2018,65+,0.149505588,0.010133989
1205,5,Florida,2019,20_29,0.255233922,0.014587898
1205,5,Florida,2019,30_44,0.268107878,0.011656358
1205,5,Florida,2019,45_64,0.322527483,0.013378056
1205,5,Florida,2019,65+,0.154130717,0.01148574
1205,5,Florida,2020,20_29,0.251686131,0.01789247
1205,5,Florida,2020,30_44,0.272110662,0.01268704
1205,5,Florida,2020,45_64,0.3210944,0.015937092
1205,5,Florida,2020,65+,0.155108806,0.012763422
1206,6,Florida,2009,20_29,0.211445709,0.013273353
1206,6,Florida,2009,30_44,0.255838405,0.010440152
1206,6,Florida,2009,45_64,0.324950163,0.012885243
1206,6,Florida,2009,65+,0.207765723,0.012306607
1206,6,Florida,2010,20_29,0.207521351,0.011912742
1206,6,Florida,2010,30_44,0.250469737,0.009908762
1206,6,Florida,2010,45_64,0.33319904,0.01173214
1206,6,Florida,2010,65+,0.208809872,0.011812022
1206,6,Florida,2011,20_29,0.210282516,0.012418663
1206,6,Florida,2011,30_44,0.246525853,0.009763874
1206,6,Florida,2011,45_64,0.329351151,0.01250077
1206,6,Florida,2011,65+,0.21384048,0.012168921
1206,6,Florida,2012,20_29,0.150608895,0.009875931
1206,6,Florida,2012,30_44,0.211666349,0.00930712
1206,6,Florida,2012,45_64,0.381206337,0.013708723
1206,6,Florida,2012,65+,0.25651842,0.01485398
1206,6,Florida,2013,20_29,0.150602206,0.009483378
1206,6,Florida,2013,30_44,0.210232422,0.008930619
1206,6,Florida,2013,45_64,0.375947116,0.013254919
1206,6,Florida,2013,65+,0.263218257,0.01427395
1206,6,Florida,2014,20_29,0.150019424,0.009756368
1206,6,Florida,2014,30_44,0.208169155,0.008324546
1206,6,Florida,2014,45_64,0.371814936,0.012897497
1206,6,Florida,2014,65+,0.269996485,0.014695599
1206,6,Florida,2015,20_29,0.148238922,0.00934175
1206,6,Florida,2015,30_44,0.207565763,0.009683566
1206,6,Florida,2015,45_64,0.367055512,0.011901732
1206,6,Florida,2015,65+,0.277139803,0.014476258
1206,6,Florida,2016,20_29,0.151560265,0.008765368
1206,6,Florida,2016,30_44,0.201875803,0.008158982
1206,6,Florida,2016,45_64,0.355549342,0.011092875
1206,6,Florida,2016,65+,0.29101459,0.012959238
1206,6,Florida,2017,20_29,0.153055717,0.007949978
1206,6,Florida,2017,30_44,0.200979278,0.007374767
1206,6,Florida,2017,45_64,0.350558877,0.011674644
1206,6,Florida,2017,65+,0.295406127,0.01436251
1206,6,Florida,2018,20_29,0.152205465,0.008329012
1206,6,Florida,2018,30_44,0.201326794,0.007180422
1206,6,Florida,2018,45_64,0.346919171,0.010737568
1206,6,Florida,2018,65+,0.29954857,0.014548796
1206,6,Florida,2019,20_29,0.149838932,0.007768744
1206,6,Florida,2019,30_44,0.20205553,0.007649435
1206,6,Florida,2019,45_64,0.344701812,0.011283257
1206,6,Florida,2019,65+,0.303403726,0.015009119
1206,6,Florida,2020,20_29,0.148687581,0.008696173
1206,6,Florida,2020,30_44,0.206326791,0.009302341
1206,6,Florida,2020,45_64,0.341458866,0.014131698
1206,6,Florida,2020,65+,0.303526763,0.016419814
1207,7,Florida,2009,20_29,0.160645541,0.010823586
1207,7,Florida,2009,30_44,0.266997045,0.010365705
1207,7,Florida,2009,45_64,0.363504123,0.012679762
1207,7,Florida,2009,65+,0.208853292,0.012063385
1207,7,Florida,2010,20_29,0.154708637,0.010767268
1207,7,Florida,2010,30_44,0.252114689,0.009213193
1207,7,Florida,2010,45_64,0.380143309,0.012495176
1207,7,Florida,2010,65+,0.213033366,0.011587763
1207,7,Florida,2011,20_29,0.156365041,0.010175725
1207,7,Florida,2011,30_44,0.246480197,0.00898964
1207,7,Florida,2011,45_64,0.381188068,0.012739311
1207,7,Florida,2011,65+,0.215966694,0.01265044
1207,7,Florida,2012,20_29,0.21389137,0.013665226
1207,7,Florida,2012,30_44,0.272487667,0.011049679
1207,7,Florida,2012,45_64,0.357859115,0.014494153
1207,7,Florida,2012,65+,0.155761848,0.01149231
1207,7,Florida,2013,20_29,0.218276843,0.012893807
1207,7,Florida,2013,30_44,0.265242901,0.011058052
1207,7,Florida,2013,45_64,0.356852629,0.014393271
1207,7,Florida,2013,65+,0.159627627,0.011995711
1207,7,Florida,2014,20_29,0.217838518,0.012673363
1207,7,Florida,2014,30_44,0.26198108,0.010644223
1207,7,Florida,2014,45_64,0.355730471,0.014262402
1207,7,Florida,2014,65+,0.164449932,0.011279059
1207,7,Florida,2015,20_29,0.219412998,0.012208881
1207,7,Florida,2015,30_44,0.257644368,0.010851915
1207,7,Florida,2015,45_64,0.354282447,0.014434915
1207,7,Florida,2015,65+,0.168660187,0.011705737
1207,7,Florida,2016,20_29,0.239858601,0.013229434
1207,7,Florida,2016,30_44,0.273862928,0.010206827
1207,7,Florida,2016,45_64,0.332217672,0.011176273
1207,7,Florida,2016,65+,0.154060799,0.009981975
1207,7,Florida,2017,20_29,0.237151094,0.012551192
1207,7,Florida,2017,30_44,0.274742949,0.010601528
1207,7,Florida,2017,45_64,0.332125534,0.011814168
1207,7,Florida,2017,65+,0.155980423,0.010659618
1207,7,Florida,2018,20_29,0.236048495,0.012162988
1207,7,Florida,2018,30_44,0.27805049,0.010629208
1207,7,Florida,2018,45_64,0.326041022,0.012842285
1207,7,Florida,2018,65+,0.159859993,0.011058237
1207,7,Florida,2019,20_29,0.231215648,0.012408174
1207,7,Florida,2019,30_44,0.280823634,0.01273647
1207,7,Florida,2019,45_64,0.324737628,0.013131837
1207,7,Florida,2019,65+,0.163223089,0.010907897
1207,7,Florida,2020,20_29,0.234433709,0.013894912
1207,7,Florida,2020,30_44,0.278900897,0.012267768
1207,7,Florida,2020,45_64,0.321994206,0.014630423
1207,7,Florida,2020,65+,0.164671188,0.013412667
1208,8,Florida,2009,20_29,0.217293538,0.011677736
1208,8,Florida,2009,30_44,0.30801421,0.011214362
1208,8,Florida,2009,45_64,0.322314139,0.013365997
1208,8,Florida,2009,65+,0.152378113,0.011286203
1208,8,Florida,2010,20_29,0.224108897,0.011693491
1208,8,Florida,2010,30_44,0.294091286,0.011430912
1208,8,Florida,2010,45_64,0.334073221,0.013577053
1208,8,Florida,2010,65+,0.147726596,0.010849739
1208,8,Florida,2011,20_29,0.224132953,0.012040697
1208,8,Florida,2011,30_44,0.288131166,0.010741415
1208,8,Florida,2011,45_64,0.336685801,0.012810642
1208,8,Florida,2011,65+,0.151050081,0.010820472
1208,8,Florida,2012,20_29,0.144878634,0.007241448
1208,8,Florida,2012,30_44,0.211133105,0.007382838
1208,8,Florida,2012,45_64,0.38145043,0.009927853
1208,8,Florida,2012,65+,0.262537831,0.013340314
1208,8,Florida,2013,20_29,0.145299989,0.007361623
1208,8,Florida,2013,30_44,0.206193786,0.006803522
1208,8,Florida,2013,45_64,0.381194641,0.009016944
1208,8,Florida,2013,65+,0.267311584,0.012980603
1208,8,Florida,2014,20_29,0.146999748,0.006675151
1208,8,Florida,2014,30_44,0.201598582,0.007692568
1208,8,Florida,2014,45_64,0.379117063,0.009862555
1208,8,Florida,2014,65+,0.272284606,0.013988534
1208,8,Florida,2015,20_29,0.148138814,0.008201521
1208,8,Florida,2015,30_44,0.198685829,0.007830915
1208,8,Florida,2015,45_64,0.374342174,0.009961902
1208,8,Florida,2015,65+,0.278833183,0.013831033
1208,8,Florida,2016,20_29,0.147116476,0.007698401
1208,8,Florida,2016,30_44,0.196515461,0.006858841
1208,8,Florida,2016,45_64,0.371717046,0.00977905
1208,8,Florida,2016,65+,0.284651017,0.013276
1208,8,Florida,2017,20_29,0.148004584,0.008255408
1208,8,Florida,2017,30_44,0.195313314,0.007590808
1208,8,Florida,2017,45_64,0.367721285,0.009264881
1208,8,Florida,2017,65+,0.288960817,0.014596049
1208,8,Florida,2018,20_29,0.147254048,0.0077122
1208,8,Florida,2018,30_44,0.195010499,0.007824941
1208,8,Florida,2018,45_64,0.363893234,0.010284108
1208,8,Florida,2018,65+,0.293842219,0.014385067
1208,8,Florida,2019,20_29,0.146572243,0.007983418
1208,8,Florida,2019,30_44,0.195236203,0.007586147
1208,8,Florida,2019,45_64,0.359457639,0.011496675
1208,8,Florida,2019,65+,0.298733915,0.015224113
1208,8,Florida,2020,20_29,0.144805289,0.008319806
1208,8,Florida,2020,30_44,0.198068992,0.008960312
1208,8,Florida,2020,45_64,0.354766012,0.012979575
1208,8,Florida,2020,65+,0.302359707,0.016788724
1209,9,Florida,2009,20_29,0.158338301,0.010674367
1209,9,Florida,2009,30_44,0.273364382,0.010994784
1209,9,Florida,2009,45_64,0.35969076,0.014798808
1209,9,Florida,2009,65+,0.208606557,0.012522355
1209,9,Florida,2010,20_29,0.152059605,0.011673367
1209,9,Florida,2010,30_44,0.263623534,0.011400693
1209,9,Florida,2010,45_64,0.374793192,0.015811369
